Date,City,Temperature_C,Humidity_%,Wind_Speed_km_h,Precipitation_mm,Condition
31-01-2025,New York,15.6,66,1.3,2.91,Windy
31-01-2025,Tokyo,32.4,57,30,12.45,Rainy
31-01-2025,Paris,40,51,3.2,0,Windy
31-01-2025,Sydney,34.8,36,38.4,0.26,Windy
31-01-2025,Toronto,38.2,24,23.6,2.06,Sunny
31-01-2025,Berlin,6.8,36,17.4,3.81,Foggy
31-01-2025,Mumbai,33,94,10.6,0,Sunny
31-01-2025,Singapore,13.3,28,20.3,0,Sunny
01-02-2025,Riyadh,26.8,62,21.1,7.33,Windy
01-02-2025,Jeddah,17.9,51,23.5,0,Foggy
01-02-2025,Dammam,26.9,35,39.3,0,Rainy
01-02-2025,Dubai,9.2,61,16.5,0,Stormy
01-02-2025,Doha,11.3,73,0.7,6.73,Rainy
01-02-2025,Cairo,22.8,78,21.4,0.29,Foggy
01-02-2025,London,42,33,29.6,0,Stormy
01-02-2025,New York,34.8,29,8,2.52,Rainy
01-02-2025,Tokyo,38.1,68,29.8,0.33,Sunny
01-02-2025,Paris,36.6,42,11.2,17.05,Sunny
01-02-2025,Sydney,28.4,71,38.5,5.49,Windy
01-02-2025,Toronto,35.1,89,31.4,2.88,Partly Cloudy
01-02-2025,Berlin,11.9,75,33.1,0,Windy
01-02-2025,Mumbai,7.1,75,29.9,0,Cloudy
01-02-2025,Singapore,29.3,30,27.6,9.94,Stormy
02-02-2025,Riyadh,22.1,85,22.9,0,Foggy
02-02-2025,Jeddah,8.4,75,7.6,3.17,Foggy
02-02-2025,Dammam,13,82,17.5,0,Windy
02-02-2025,Dubai,7.5,79,27.6,0,Windy
02-02-2025,Doha,21.9,33,20.5,0,Foggy
02-02-2025,Cairo,19.4,90,10.8,0,Rainy
02-02-2025,London,17.6,92,18.1,0,Partly Cloudy
02-02-2025,New York,27.2,47,8.6,0,Foggy
02-02-2025,Tokyo,13.2,20,39.6,2.06,Cloudy
02-02-2025,Paris,33.9,47,39.7,2.63,Sunny
02-02-2025,Sydney,34.6,85,27.4,0.75,Stormy
02-02-2025,Toronto,14.2,31,35.8,0,Stormy
02-02-2025,Berlin,10.7,46,18,0.98,Sunny
02-02-2025,Mumbai,28.9,67,35.7,9.29,Stormy
02-02-2025,Singapore,30.2,66,34.6,6.54,Rainy
03-02-2025,Riyadh,37.8,54,22,0.6,Partly Cloudy
03-02-2025,Jeddah,39.8,95,10.3,2.85,Cloudy
03-02-2025,Dammam,11.8,83,4.1,0,Windy
03-02-2025,Dubai,37.3,64,10.8,0,Windy
03-02-2025,Doha,39.5,32,7.3,0,Partly Cloudy
03-02-2025,Cairo,26.4,58,4.4,13.73,Partly Cloudy
03-02-2025,London,14.2,70,39.7,0,Sunny
03-02-2025,New York,15.3,90,25.9,9.21,Stormy
03-02-2025,Tokyo,28.4,95,4,0,Sunny
03-02-2025,Paris,15.8,27,20.6,4.89,Partly Cloudy
03-02-2025,Sydney,30.6,24,35.5,4.35,Sunny
03-02-2025,Toronto,39.1,45,35.3,7.08,Cloudy
03-02-2025,Berlin,22.2,41,17.9,0,Cloudy
03-02-2025,Mumbai,8.1,67,29.5,0,Windy
03-02-2025,Singapore,5.8,74,16.9,0.66,Windy
04-02-2025,Riyadh,9.4,76,21.1,0,Stormy
04-02-2025,Jeddah,16.3,24,0.9,0,Stormy
04-02-2025,Dammam,7.2,69,17.5,2.01,Foggy
04-02-2025,Dubai,40.1,71,35.2,0,Stormy
04-02-2025,Doha,19.4,65,36,0.41,Sunny
04-02-2025,Cairo,38.8,39,30.1,4.08,Partly Cloudy
04-02-2025,London,13.6,46,24.4,6.22,Foggy
04-02-2025,New York,21.8,35,18.5,6.69,Cloudy
04-02-2025,Tokyo,24.9,49,8.3,0.22,Stormy
04-02-2025,Paris,14.9,34,5.8,0,Sunny
04-02-2025,Sydney,9.8,58,16.7,0,Partly Cloudy
04-02-2025,Toronto,33.6,29,34.4,0,Sunny
04-02-2025,Berlin,34.8,88,24.6,0,Windy
04-02-2025,Mumbai,11.3,30,26.7,0,Cloudy
04-02-2025,Singapore,35.5,35,17.1,0,Windy
05-02-2025,Riyadh,25.2,57,20.8,2.83,Foggy
05-02-2025,Jeddah,27,66,1.5,9.35,Stormy
05-02-2025,Dammam,42.8,48,3,5.2,Cloudy
05-02-2025,Dubai,15.4,24,40,0,Rainy
05-02-2025,Doha,40.2,38,31.7,0.23,Windy
05-02-2025,Cairo,33.3,59,8.8,0,Sunny
05-02-2025,London,29.7,56,10.6,0,Cloudy
05-02-2025,New York,22.2,47,14.4,0,Foggy
05-02-2025,Tokyo,11.3,68,37.8,0,Rainy
05-02-2025,Paris,36.8,21,7.9,0,Rainy
05-02-2025,Sydney,8,40,13.2,6.63,Sunny
05-02-2025,Toronto,18.4,22,3.7,3.76,Sunny
05-02-2025,Berlin,19.4,29,16.7,0,Rainy
05-02-2025,Mumbai,8.1,23,23.4,0,Windy
05-02-2025,Singapore,5.2,42,14.3,5.92,Windy
06-02-2025,Riyadh,17.1,31,14.3,0,Partly Cloudy
06-02-2025,Jeddah,39.1,91,11.8,3.76,Cloudy
06-02-2025,Dammam,18.8,61,32.3,0,Foggy
06-02-2025,Dubai,26.6,94,27.8,0,Foggy
06-02-2025,Doha,43.1,81,39.4,0.24,Cloudy
06-02-2025,Cairo,28.2,55,11.8,0,Stormy
06-02-2025,London,21.2,79,0.4,0,Foggy
06-02-2025,New York,5.8,78,4.1,1.39,Partly Cloudy
06-02-2025,Tokyo,43.1,70,25.7,0,Partly Cloudy
06-02-2025,Paris,43.3,69,22.8,0,Sunny
06-02-2025,Sydney,41.6,68,6.8,1.39,Stormy
06-02-2025,Toronto,43.7,75,7.7,2.7,Partly Cloudy
06-02-2025,Berlin,41.7,27,28.2,2.81,Stormy
06-02-2025,Mumbai,37.9,61,35.3,0.38,Stormy
06-02-2025,Singapore,42.9,94,28.9,0,Partly Cloudy
07-02-2025,Riyadh,32.9,63,5.4,2.2,Rainy
07-02-2025,Jeddah,34.4,61,27.9,2.65,Foggy
07-02-2025,Dammam,43.9,73,29.1,0,Windy
07-02-2025,Dubai,29.1,71,29.7,5.86,Partly Cloudy
07-02-2025,Doha,30.8,33,16.2,0,Cloudy
07-02-2025,Cairo,30.2,39,28.1,0,Partly Cloudy
07-02-2025,London,13.1,26,2,0,Rainy
07-02-2025,New York,17.8,71,26.5,1.24,Rainy
07-02-2025,Tokyo,25.8,39,33.4,0,Windy
07-02-2025,Paris,26.7,62,10.7,6.3,Rainy
07-02-2025,Sydney,14.4,51,9.1,15.38,Windy
07-02-2025,Toronto,25.3,62,1.7,3.69,Windy
07-02-2025,Berlin,6.9,27,8,7.42,Cloudy
07-02-2025,Mumbai,34.7,44,8.1,5.96,Cloudy
07-02-2025,Singapore,18.2,28,9.1,5.89,Rainy
08-02-2025,Riyadh,7.3,36,18.9,5.06,Stormy
08-02-2025,Jeddah,15.2,91,38.1,3.3,Rainy
08-02-2025,Dammam,43.7,79,38.9,0,Foggy
08-02-2025,Dubai,10.4,53,37.1,4.76,Stormy
08-02-2025,Doha,20.7,95,26,11.07,Stormy
08-02-2025,Cairo,15.2,67,33.5,1.56,Windy
08-02-2025,London,13.8,56,38.9,11.45,Stormy
08-02-2025,New York,28.2,84,11.9,5.45,Cloudy
08-02-2025,Tokyo,24.7,27,4.8,0.96,Windy
08-02-2025,Paris,43.2,92,38.3,0.34,Foggy
08-02-2025,Sydney,5.4,75,3.5,0,Partly Cloudy
08-02-2025,Toronto,7.8,21,6.7,3.65,Rainy
08-02-2025,Berlin,42.7,43,32.8,0,Rainy
08-02-2025,Mumbai,44.2,86,5.9,0,Partly Cloudy
08-02-2025,Singapore,33.4,53,4.2,0,Rainy
09-02-2025,Riyadh,25,53,39.5,0,Cloudy
09-02-2025,Jeddah,12.9,69,11.9,0,Rainy
09-02-2025,Dammam,33.5,70,15.4,0,Windy
09-02-2025,Dubai,18.2,39,13.8,0,Foggy
09-02-2025,Doha,15.1,21,23.8,1.16,Stormy
09-02-2025,Cairo,5.2,43,6.4,7.58,Partly Cloudy
09-02-2025,London,34.7,92,35.8,0,Cloudy
09-02-2025,New York,5.1,52,6.7,0,Windy
09-02-2025,Tokyo,20.3,56,38.8,0,Sunny
09-02-2025,Paris,23.1,44,1.6,0.52,Stormy
09-02-2025,Sydney,43.6,44,18.3,0,Cloudy
09-02-2025,Toronto,26.9,73,31.7,1.31,Sunny
09-02-2025,Berlin,36.3,42,23.9,4.04,Cloudy
09-02-2025,Mumbai,34.8,93,36,1.24,Cloudy
09-02-2025,Singapore,19.4,58,22.6,7.96,Cloudy
10-02-2025,Riyadh,18.2,63,33.9,3.06,Foggy
10-02-2025,Jeddah,15.1,36,10.7,0,Foggy
10-02-2025,Dammam,26.8,33,21,11.23,Windy
10-02-2025,Dubai,38.6,64,21.1,2.2,Stormy
10-02-2025,Doha,25.7,42,8.2,7.91,Rainy
10-02-2025,Cairo,16.4,22,38.7,0,Foggy
10-02-2025,London,29.7,67,1.7,9.74,Windy
10-02-2025,New York,19.8,43,39.7,17.28,Cloudy
10-02-2025,Tokyo,31.2,91,11,0,Partly Cloudy
10-02-2025,Paris,13.6,38,1.2,0.76,Sunny
10-02-2025,Sydney,38.9,38,30.1,0,Stormy
10-02-2025,Toronto,34.9,43,27.9,3.23,Cloudy
10-02-2025,Berlin,18.6,90,38.7,7.64,Partly Cloudy
10-02-2025,Mumbai,12.3,34,27.2,0,Rainy
10-02-2025,Singapore,7.3,36,7,6.93,Rainy
11-02-2025,Riyadh,22.5,24,13.7,6.18,Stormy
11-02-2025,Jeddah,7.5,83,14.6,1.92,Sunny
11-02-2025,Dammam,33.1,88,10.4,1.88,Rainy
11-02-2025,Dubai,5.8,85,12,13.87,Rainy
11-02-2025,Doha,32,50,13,0,Windy
11-02-2025,Cairo,41.1,59,17.8,8.23,Sunny
11-02-2025,London,7.2,55,36.3,3.24,Stormy
11-02-2025,New York,7.3,81,20,0.02,Windy
11-02-2025,Tokyo,32.4,59,30.5,4.99,Rainy
11-02-2025,Paris,19.2,28,15.2,6.19,Foggy
11-02-2025,Sydney,5.5,68,21.9,5.8,Partly Cloudy
11-02-2025,Toronto,28,68,5.9,6.19,Partly Cloudy
11-02-2025,Berlin,29.7,28,31.2,1.5,Partly Cloudy
11-02-2025,Mumbai,37.5,24,1.1,9.94,Stormy
11-02-2025,Singapore,40.2,36,23.9,7.37,Sunny
12-02-2025,Riyadh,43.1,88,30.4,0,Stormy
12-02-2025,Jeddah,12,44,40,4.88,Partly Cloudy
12-02-2025,Dammam,20.4,89,6.7,6.52,Windy
12-02-2025,Dubai,30,71,5,1.92,Partly Cloudy
12-02-2025,Doha,12.3,77,18.9,0,Sunny
12-02-2025,Cairo,28,74,16.5,0,Sunny
12-02-2025,London,24.2,76,11.7,0,Partly Cloudy
12-02-2025,New York,35.6,95,16.6,2.06,Partly Cloudy
12-02-2025,Tokyo,38.8,72,2.9,1.17,Partly Cloudy
12-02-2025,Paris,18.9,58,8.8,3.43,Cloudy
12-02-2025,Sydney,23.3,48,37.3,5.42,Foggy
12-02-2025,Toronto,29.8,67,9,2.22,Sunny
12-02-2025,Berlin,6.4,49,15.3,7.15,Rainy
12-02-2025,Mumbai,14.2,49,23.2,0.16,Windy
12-02-2025,Singapore,35.5,71,22.8,0,Windy
13-02-2025,Riyadh,33.2,61,7.7,0,Sunny
13-02-2025,Jeddah,12.1,69,18.4,3.7,Stormy
13-02-2025,Dammam,8.4,82,23.4,13.25,Stormy
13-02-2025,Dubai,16.9,22,28.7,0,Stormy
13-02-2025,Doha,13.7,88,5.9,4.29,Foggy
13-02-2025,Cairo,31.9,26,38,0,Partly Cloudy
13-02-2025,London,23,87,13,12.35,Sunny
13-02-2025,New York,25.7,41,30,0,Cloudy
13-02-2025,Tokyo,26.6,57,26.8,6.82,Cloudy
13-02-2025,Paris,41.1,29,26.1,4.97,Partly Cloudy
13-02-2025,Sydney,22.7,48,35.1,3,Foggy
13-02-2025,Toronto,19.9,48,28,9.85,Partly Cloudy
13-02-2025,Berlin,19.6,90,31.9,0,Partly Cloudy
13-02-2025,Mumbai,9.9,26,28.9,3.11,Foggy
13-02-2025,Singapore,12.3,57,5.8,0.23,Windy
14-02-2025,Riyadh,15.1,43,7.9,1.94,Sunny
14-02-2025,Jeddah,36,88,17.4,0,Partly Cloudy
14-02-2025,Dammam,31.1,64,15,1.3,Sunny
14-02-2025,Dubai,33.4,36,31.5,0,Windy
14-02-2025,Doha,44.4,92,33.6,0.28,Cloudy
14-02-2025,Cairo,18.6,57,29.4,8.14,Stormy
14-02-2025,London,40.4,38,38,0,Windy
14-02-2025,New York,32.8,52,4.4,7.13,Rainy
14-02-2025,Tokyo,45,58,5,8.22,Stormy
14-02-2025,Paris,39.5,95,34.4,7.86,Stormy
14-02-2025,Sydney,26,22,38.7,3.97,Foggy
14-02-2025,Toronto,19.1,41,24,1.07,Rainy
14-02-2025,Berlin,28.6,90,7.4,0,Sunny
14-02-2025,Mumbai,13.4,40,25,0,Foggy
14-02-2025,Singapore,26,28,23.3,0.19,Windy
15-02-2025,Riyadh,31.4,51,8,3.87,Stormy
15-02-2025,Jeddah,31.5,62,23.4,16.7,Rainy
15-02-2025,Dammam,39.1,69,36.4,2.39,Cloudy
15-02-2025,Dubai,8.1,75,30.2,0,Cloudy
15-02-2025,Doha,25.3,62,16,0,Stormy
15-02-2025,Cairo,8.8,56,31,0,Sunny
15-02-2025,London,10.6,24,2.7,2.16,Rainy
15-02-2025,New York,39.2,88,31.2,0,Rainy
15-02-2025,Tokyo,18.7,26,34,0,Windy
15-02-2025,Paris,28.6,43,7,0.01,Foggy
15-02-2025,Sydney,34.3,93,18.1,0,Partly Cloudy
15-02-2025,Toronto,11.5,42,1.8,9.62,Cloudy
15-02-2025,Berlin,24.7,37,4.4,0,Windy
15-02-2025,Mumbai,40,55,14.6,0,Cloudy
15-02-2025,Singapore,37.4,28,24.3,3.95,Cloudy
16-02-2025,Riyadh,37.9,74,35.4,7.84,Cloudy
16-02-2025,Jeddah,34,91,12.4,4.64,Foggy
16-02-2025,Dammam,37,21,34.9,2.82,Sunny
16-02-2025,Dubai,39.7,89,24.6,0,Rainy
16-02-2025,Doha,12.6,76,34.2,1.68,Sunny
16-02-2025,Cairo,27.9,60,27.6,0,Partly Cloudy
16-02-2025,London,5.5,69,12.6,5.44,Sunny
16-02-2025,New York,34.3,36,9,7.38,Partly Cloudy
16-02-2025,Tokyo,20.3,90,19.7,0.86,Cloudy
16-02-2025,Paris,40.1,36,34.3,3.39,Windy
16-02-2025,Sydney,19.6,83,13.1,3.18,Foggy
16-02-2025,Toronto,35.3,87,34.5,13.65,Stormy
16-02-2025,Berlin,14.2,46,36.9,0,Rainy
16-02-2025,Mumbai,9.6,74,27.3,13.24,Rainy
16-02-2025,Singapore,21.6,80,15.8,4.44,Stormy
17-02-2025,Riyadh,14.2,65,21.8,9.13,Stormy
17-02-2025,Jeddah,39.2,59,32.5,3.41,Rainy
17-02-2025,Dammam,23.3,94,17.7,4.59,Rainy
17-02-2025,Dubai,19.4,53,32.9,7.23,Sunny
17-02-2025,Doha,21.8,87,32.2,0.89,Sunny
17-02-2025,Cairo,26.5,65,29.7,5.51,Sunny
17-02-2025,London,8.8,76,31.5,4.55,Sunny
17-02-2025,New York,18.5,93,6.1,0,Cloudy
17-02-2025,Tokyo,34.8,34,32.2,3.64,Cloudy
17-02-2025,Paris,37.3,23,21.4,3.37,Rainy
17-02-2025,Sydney,20.2,82,30.4,7.09,Stormy
17-02-2025,Toronto,21.3,50,21.7,8.18,Foggy
17-02-2025,Berlin,7,32,29.3,1.72,Windy
17-02-2025,Mumbai,21.9,53,9.3,0,Windy
17-02-2025,Singapore,16.7,56,4.8,0,Windy
18-02-2025,Riyadh,25.1,68,6.8,0,Windy
18-02-2025,Jeddah,7.5,42,35.4,5.25,Foggy
18-02-2025,Dammam,32.8,86,34.3,4.36,Cloudy
18-02-2025,Dubai,31.4,58,30.9,0.26,Partly Cloudy
18-02-2025,Doha,23,56,16,3.87,Stormy
18-02-2025,Cairo,17.5,63,11.5,1.13,Cloudy
18-02-2025,London,23.3,87,25.7,12.65,Cloudy
18-02-2025,New York,9.1,94,0,0,Stormy
18-02-2025,Tokyo,10.7,37,36,0,Sunny
18-02-2025,Paris,42.1,64,35.8,5.75,Sunny
18-02-2025,Sydney,9.8,80,24.6,3.78,Cloudy
18-02-2025,Toronto,11.3,91,38,0.18,Partly Cloudy
18-02-2025,Berlin,7.8,79,3,0.51,Cloudy
18-02-2025,Mumbai,9.4,60,11.1,0.85,Partly Cloudy
18-02-2025,Singapore,21.4,83,36.8,0,Windy
19-02-2025,Riyadh,25,48,39,11.9,Stormy
19-02-2025,Jeddah,22.1,74,36.4,0,Windy
19-02-2025,Dammam,20.7,38,23.8,3.37,Partly Cloudy
19-02-2025,Dubai,10,86,29.5,0,Sunny
19-02-2025,Doha,43.9,67,29.1,0.63,Foggy
19-02-2025,Cairo,21.2,91,23.1,0,Partly Cloudy
19-02-2025,London,6.1,80,23.2,8.41,Stormy
19-02-2025,New York,26.3,41,0.6,0,Windy
19-02-2025,Tokyo,17.1,29,12.9,0,Windy
19-02-2025,Paris,41,87,21.3,0,Partly Cloudy
19-02-2025,Sydney,10.2,62,7.6,5.33,Cloudy
19-02-2025,Toronto,20.9,87,26,0.68,Windy
19-02-2025,Berlin,38.1,28,5.3,6.56,Cloudy
19-02-2025,Mumbai,5.8,81,8.3,2.67,Rainy
19-02-2025,Singapore,18,23,33.9,0,Sunny
20-02-2025,Riyadh,36.1,57,3.7,6.06,Sunny
20-02-2025,Jeddah,14.5,73,11.2,6.13,Sunny
20-02-2025,Dammam,32.9,30,20.4,0,Cloudy
20-02-2025,Dubai,44,91,38.5,5.58,Partly Cloudy
20-02-2025,Doha,29.5,43,1.4,0,Sunny
20-02-2025,Cairo,27.7,43,3.8,0,Partly Cloudy
20-02-2025,London,11.4,60,18.8,0,Foggy
20-02-2025,New York,23.8,44,1.5,9.84,Rainy
20-02-2025,Tokyo,37.9,88,14.5,5.01,Stormy
20-02-2025,Paris,32.4,67,9.6,4.89,Rainy
20-02-2025,Sydney,25.1,70,39.6,0,Foggy
20-02-2025,Toronto,13.9,66,13.7,0,Foggy
20-02-2025,Berlin,30.4,62,14.4,0,Windy
20-02-2025,Mumbai,26.9,50,11.8,0,Foggy
20-02-2025,Singapore,39.3,71,36.1,3.9,Partly Cloudy
21-02-2025,Riyadh,12.4,76,24,0,Partly Cloudy
21-02-2025,Jeddah,18,65,34.7,0,Sunny
21-02-2025,Dammam,5.3,91,8.1,1.1,Windy
21-02-2025,Dubai,25.6,57,12.5,3.52,Cloudy
21-02-2025,Doha,21.6,20,35.8,5.29,Sunny
21-02-2025,Cairo,12.9,77,35.8,0,Cloudy
21-02-2025,London,15.4,70,39.2,0,Rainy
21-02-2025,New York,14.2,71,5.9,6.99,Rainy
21-02-2025,Tokyo,25.8,28,11.7,3.63,Cloudy
21-02-2025,Paris,22.3,60,21.9,7.99,Windy
21-02-2025,Sydney,19,27,4.2,15.66,Partly Cloudy
21-02-2025,Toronto,32.5,29,10.5,0,Foggy
21-02-2025,Berlin,6.9,79,20,2.78,Windy
21-02-2025,Mumbai,40.5,75,10.2,6.61,Cloudy
21-02-2025,Singapore,7.3,31,25.1,5.38,Cloudy
22-02-2025,Riyadh,28.6,60,27,3.88,Partly Cloudy
22-02-2025,Jeddah,31.5,94,37.2,7.7,Windy
22-02-2025,Dammam,20.2,80,29.4,0,Rainy
22-02-2025,Dubai,28.8,40,12.2,5.44,Stormy
22-02-2025,Doha,22.7,72,5.9,0.85,Sunny
22-02-2025,Cairo,43.8,49,11.3,5.35,Rainy
22-02-2025,London,43.1,33,28.6,2.15,Sunny
22-02-2025,New York,24.1,64,25.3,0,Stormy
22-02-2025,Tokyo,7.2,74,1.6,0,Sunny
22-02-2025,Paris,20.3,84,37.5,0,Sunny
22-02-2025,Sydney,35.9,55,18,5.42,Windy
22-02-2025,Toronto,12.3,90,5.1,0,Partly Cloudy
22-02-2025,Berlin,43.1,37,28,3.93,Foggy
22-02-2025,Mumbai,15,66,2.2,0,Partly Cloudy
22-02-2025,Singapore,40.5,62,10.1,3.89,Foggy
23-02-2025,Riyadh,27.3,33,32.4,2.48,Cloudy
23-02-2025,Jeddah,20.4,57,22,3.98,Foggy
23-02-2025,Dammam,24.9,25,36.8,0,Windy
23-02-2025,Dubai,40.5,23,37.6,0,Windy
23-02-2025,Doha,6.1,94,15.7,0.13,Cloudy
23-02-2025,Cairo,42.9,21,29.1,5.33,Foggy
23-02-2025,London,12.5,81,8.1,1.13,Cloudy
23-02-2025,New York,23,45,28.2,0,Windy
23-02-2025,Tokyo,27.6,78,31.8,0,Partly Cloudy
23-02-2025,Paris,38.7,67,8.6,2.95,Rainy
23-02-2025,Sydney,5.2,26,33.1,6.83,Cloudy
23-02-2025,Toronto,10.2,32,14.5,4.4,Rainy
23-02-2025,Berlin,29.4,34,0.2,0,Cloudy
23-02-2025,Mumbai,28.6,46,36.3,0.98,Sunny
23-02-2025,Singapore,11.5,61,29.9,0,Foggy
24-02-2025,Riyadh,23.6,79,25.4,1.58,Sunny
24-02-2025,Jeddah,17.2,42,21.3,1,Cloudy
24-02-2025,Dammam,31.9,45,35,0,Sunny
24-02-2025,Dubai,42,36,1.8,6.54,Rainy
24-02-2025,Doha,28.2,31,26.2,3.26,Partly Cloudy
24-02-2025,Cairo,28.7,75,0.5,0,Windy
24-02-2025,London,33.8,61,28.1,0,Partly Cloudy
24-02-2025,New York,6.9,58,11.1,2.55,Windy
24-02-2025,Tokyo,14,35,7.2,9.68,Rainy
24-02-2025,Paris,10.4,80,7,2.57,Stormy
24-02-2025,Sydney,11.4,70,25.1,0,Stormy
24-02-2025,Toronto,26.2,45,23.5,0,Foggy
24-02-2025,Berlin,41.6,40,31.5,0,Stormy
24-02-2025,Mumbai,30.7,72,31.1,0,Cloudy
24-02-2025,Singapore,6.3,79,21,15.44,Foggy
25-02-2025,Riyadh,27.6,26,26.7,4.13,Sunny
25-02-2025,Jeddah,34.5,58,36,8.88,Sunny
25-02-2025,Dammam,31.2,25,22.6,5.43,Partly Cloudy
25-02-2025,Dubai,13.6,92,7.9,3.66,Foggy
25-02-2025,Doha,35.4,61,34.4,5.59,Cloudy
25-02-2025,Cairo,33.9,57,29,0,Foggy
25-02-2025,London,10.5,21,30.2,6.93,Foggy
25-02-2025,New York,38.5,71,1.2,1.91,Stormy
25-02-2025,Tokyo,7.6,59,9.4,0,Partly Cloudy
25-02-2025,Paris,17.6,28,16.1,2.85,Rainy
25-02-2025,Sydney,30.9,46,32.3,8.98,Rainy
25-02-2025,Toronto,13.9,63,35.4,0,Rainy
25-02-2025,Berlin,32,47,36.4,0,Cloudy
25-02-2025,Mumbai,9.3,57,1.9,2.68,Windy
25-02-2025,Singapore,16.5,65,5,1.09,Partly Cloudy
26-02-2025,Riyadh,27.9,79,27,2.64,Sunny
26-02-2025,Jeddah,5.2,56,17.6,2.2,Stormy
26-02-2025,Dammam,38.6,21,36.8,6.61,Rainy
26-02-2025,Dubai,34.4,26,36.8,0,Windy
26-02-2025,Doha,7.1,61,27.8,6.71,Rainy
26-02-2025,Cairo,38.1,50,4.4,0,Sunny
26-02-2025,London,30.1,28,24.3,10.78,Cloudy
26-02-2025,New York,22.5,57,12.8,2.94,Sunny
26-02-2025,Tokyo,25.7,62,22.7,0,Windy
26-02-2025,Paris,37.8,82,22.1,8.72,Windy
26-02-2025,Sydney,21,86,13.7,0,Rainy
26-02-2025,Toronto,36.7,47,10.3,4.36,Partly Cloudy
26-02-2025,Berlin,35.9,60,19.4,3,Stormy
26-02-2025,Mumbai,40.6,72,16.8,0,Partly Cloudy
26-02-2025,Singapore,36.3,20,3.1,0.1,Cloudy
27-02-2025,Riyadh,9.8,45,31,0,Rainy
27-02-2025,Jeddah,33.6,28,31.9,3.29,Stormy
27-02-2025,Dammam,20.2,60,31.5,8.83,Rainy
27-02-2025,Dubai,40.8,67,14.6,2.35,Cloudy
27-02-2025,Doha,20.9,57,22.3,3.28,Partly Cloudy
27-02-2025,Cairo,8,48,27.7,3.22,Windy
27-02-2025,London,21.9,83,19.2,4.43,Foggy
27-02-2025,New York,6.9,54,13.1,0.36,Windy
27-02-2025,Tokyo,15.3,86,22.2,0,Windy
27-02-2025,Paris,23.7,50,32.8,0,Sunny
27-02-2025,Sydney,21,62,10.4,2.45,Rainy
27-02-2025,Toronto,16.4,80,3.9,2.31,Cloudy
27-02-2025,Berlin,25.9,69,1.2,4.69,Stormy
27-02-2025,Mumbai,6.1,32,28.8,6.09,Rainy
27-02-2025,Singapore,43.4,86,2.4,0,Stormy
28-02-2025,Riyadh,30.8,54,21.3,4.93,Cloudy
28-02-2025,Jeddah,21.3,43,34.2,0,Partly Cloudy
28-02-2025,Dammam,42,69,22.2,1.61,Rainy
28-02-2025,Dubai,41.9,48,36.1,5.56,Sunny
28-02-2025,Doha,25.7,65,15.2,4.75,Sunny
28-02-2025,Cairo,43.7,82,12.8,8.97,Rainy
28-02-2025,London,16.5,79,4.2,0.88,Sunny
28-02-2025,New York,28.4,26,15.6,0,Cloudy
28-02-2025,Tokyo,15,57,28.9,0,Windy
28-02-2025,Paris,22.8,36,11.3,4.18,Partly Cloudy
28-02-2025,Sydney,30.3,54,4.8,0,Sunny
28-02-2025,Toronto,19.9,86,19.3,6.25,Foggy
28-02-2025,Berlin,33.2,43,36,0,Windy
28-02-2025,Mumbai,10.7,44,15.8,7.82,Foggy
28-02-2025,Singapore,26.5,47,35,13.78,Rainy
01-03-2025,Riyadh,38.8,81,25.9,0,Sunny
01-03-2025,Jeddah,21.7,75,31.5,7.58,Sunny
01-03-2025,Dammam,28.4,20,30.4,7.97,Windy
01-03-2025,Dubai,35.2,54,17.2,0,Sunny
01-03-2025,Doha,33.4,48,2.3,9.01,Foggy
01-03-2025,Cairo,17.8,55,23.5,0,Rainy
01-03-2025,London,13.6,35,37.4,7.81,Rainy
01-03-2025,New York,35.9,46,36.4,0,Windy
01-03-2025,Tokyo,9.8,89,14.4,0,Cloudy
01-03-2025,Paris,27.3,58,5.3,0,Sunny
01-03-2025,Sydney,33.9,54,12.9,0,Cloudy
01-03-2025,Toronto,36,41,26.1,0.06,Rainy
01-03-2025,Berlin,39.6,22,4.4,0,Sunny
01-03-2025,Mumbai,15.3,70,25.3,0,Foggy
01-03-2025,Singapore,9.2,35,38.2,0,Windy
02-03-2025,Riyadh,33.4,40,6.9,3.53,Foggy
02-03-2025,Jeddah,33.1,53,13.6,3.97,Windy
02-03-2025,Dammam,19.5,41,30.4,0,Cloudy
02-03-2025,Dubai,26.3,49,27.4,0,Cloudy
02-03-2025,Doha,37.5,62,9.4,5.6,Windy
02-03-2025,Cairo,32.8,20,34.1,0,Foggy
02-03-2025,London,39.5,27,33.8,3.25,Partly Cloudy
02-03-2025,New York,10.9,33,22.7,4.83,Cloudy
02-03-2025,Tokyo,32.4,27,13.1,1.18,Rainy
02-03-2025,Paris,42.3,77,29.8,0,Sunny
02-03-2025,Sydney,29.1,50,34.2,5.74,Partly Cloudy
02-03-2025,Toronto,44.9,45,3.7,3.11,Stormy
02-03-2025,Berlin,36.6,55,2.9,4.95,Rainy
02-03-2025,Mumbai,27.9,54,5.1,2.39,Partly Cloudy
02-03-2025,Singapore,26.4,31,22.6,5.84,Windy
03-03-2025,Riyadh,36.3,22,0.3,0,Sunny
03-03-2025,Jeddah,11.4,76,15.6,13.69,Cloudy
03-03-2025,Dammam,43.6,52,32.8,0,Foggy
03-03-2025,Dubai,22.5,20,29.2,2.76,Windy
03-03-2025,Doha,16.3,56,18.7,0,Foggy
